timestamp,server_id,region,server_type,os_type,cpu_usage_pct,memory_usage_pct,disk_io_pct,network_in_mbps,network_out_mbps,temperature_celsius,error_count,response_time_ms,uptime_hours,is_idle,system_crash
2024-01-01 11:30:00,SRV-0209,sa-east-1,storage,RHEL,16.51,80.77,23.11,203.49,83.09,34.25,2,102.52,1508.36,0,0
2024-01-01 12:00:00,SRV-0218,us-west-2,cache,RHEL,34.11,26.34,9.85,37.25,15.99,58.91,5,313.62,7279.06,0,0
2024-01-01 12:30:00,SRV-0078,us-west-2,cache,Windows Server,47.22,53.01,100.0,68.9,61.66,56.41,2,227.08,5362.73,0,0
2024-01-01 13:00:00,SRV-0051,sa-east-1,web,Linux,21.98,63.43,27.52,67.89,60.78,42.13,1,183.91,5297.7,0,0
2024-01-01 13:30:00,SRV-0288,ap-southeast-1,cache,Linux,52.51,68.09,1.12,480.74,511.09,65.71,4,362.59,4199.59,0,0
2024-01-01 14:00:00,SRV-0100,eu-central-1,web,RHEL,32.99,50.82,9.89,88.03,85.98,53.08,2,217.27,4984.83,0,0
2024-01-01 14:30:00,SRV-0212,eu-central-1,compute,Linux,39.17,60.62,24.41,211.03,148.72,61.75,4,223.57,5271.9,0,0
2024-01-01 15:00:00,SRV-0237,eu-central-1,web,Ubuntu,88.33,87.73,1.45,208.43,177.49,91.07,5,316.15,8478.19,0,1
2024-01-01 15:30:00,SRV-0295,sa-east-1,cache,CentOS,82.05,48.15,0.6,46.29,42.57,72.81,5,380.08,1954.02,0,0
2024-01-01 16:00:00,SRV-0157,us-west-2,web,RHEL,44.73,68.16,14.95,127.25,96.9,57.13,3,197.51,1880.35,0,0
2024-01-01 16:30:00,SRV-0298,eu-central-1,database,RHEL,23.85,42.32,10.11,337.08,245.42,51.95,3,266.2,502.18,0,0
2024-01-01 17:00:00,SRV-0014,us-west-2,cache,Linux,61.45,61.06,14.42,96.71,85.16,62.51,3,264.16,5766.16,0,0
2024-01-01 17:30:00,SRV-0116,eu-central-1,web,CentOS,20.58,68.04,7.62,435.38,349.06,43.97,3,223.89,4810.06,0,0
2024-01-01 18:00:00,SRV-0139,eu-central-1,cache,CentOS,49.18,53.83,4.5,36.21,31.85,62.72,3,301.44,975.34,0,0
2024-01-01 18:30:00,SRV-0075,ap-southeast-1,storage,RHEL,86.97,84.43,29.21,11.56,9.84,82.71,4,406.78,3194.0,0,1
2024-01-01 19:00:00,SRV-0024,sa-east-1,cache,RHEL,18.44,42.67,18.07,333.09,315.53,47.54,3,136.36,1565.91,0,0
2024-01-01 19:30:00,SRV-0177,ap-southeast-1,storage,RHEL,87.39,90.36,5.58,282.27,247.98,81.4,7,343.25,2904.45,0,0
2024-01-01 20:00:00,SRV-0055,us-west-2,web,Ubuntu,93.23,90.72,9.63,735.74,564.87,82.37,5,528.51,8333.12,0,1
2024-01-01 20:30:00,SRV-0213,us-west-2,storage,Linux,48.43,62.83,22.4,170.63,155.89,59.45,3,196.57,5986.19,0,0
2024-01-01 21:00:00,SRV-0163,sa-east-1,cache,Ubuntu,42.69,49.44,1.87,413.95,291.64,54.08,4,198.09,67.3,0,0
2024-01-01 21:30:00,SRV-0300,eu-central-1,database,RHEL,38.98,64.04,3.99,263.13,136.17,57.74,2,261.14,2212.72,0,0
2024-01-01 22:00:00,SRV-0164,sa-east-1,storage,CentOS,96.08,90.46,1.9,279.1,84.08,89.93,4,508.11,91.76,0,1
2024-01-01 22:30:00,SRV-0089,eu-central-1,cache,Linux,30.6,23.1,41.83,126.3,101.54,56.75,3,186.18,6262.53,0,0
2024-01-01 23:00:00,SRV-0015,us-east-1,database,Linux,35.79,80.86,34.9,72.28,60.11,51.42,1,263.33,4112.67,0,0
2024-01-01 23:30:00,SRV-0122,us-east-1,compute,RHEL,66.14,53.95,34.99,408.99,480.5,64.17,4,329.88,8707.61,0,0
2024-01-02 00:00:00,SRV-0178,sa-east-1,storage,RHEL,51.87,67.66,31.5,84.88,53.08,64.71,2,212.29,6426.46,0,0
2024-01-02 00:30:00,SRV-0269,us-east-1,storage,RHEL,9.74,81.55,27.67,116.09,76.01,45.16,0,176.44,4537.4,0,0
2024-01-02 01:00:00,SRV-0105,us-east-1,web,RHEL,51.48,35.31,16.2,88.62,42.68,56.06,2,372.59,7049.41,0,0
2024-01-02 01:30:00,SRV-0159,us-west-2,compute,RHEL,37.3,47.23,25.7,124.8,45.36,61.45,7,650.49,6174.38,0,0
2024-01-02 02:00:00,SRV-0005,eu-central-1,web,RHEL,31.46,54.81,0.98,95.37,94.95,44.09,2,147.39,2136.24,0,0
2024-01-02 02:30:00,SRV-0141,us-east-1,web,Linux,92.09,89.95,24.29,7.37,3.87,89.4,5,434.18,4645.53,0,1
2024-01-02 03:00:00,SRV-0169,ap-southeast-1,cache,Ubuntu,65.62,91.23,37.61,320.62,271.89,59.92,3,300.4,4870.99,0,0
2024-01-02 03:30:00,SRV-0017,us-west-2,web,CentOS,63.63,44.58,17.35,88.15,81.01,74.88,4,241.86,3953.34,0,0
2024-01-02 04:00:00,SRV-0032,eu-central-1,storage,RHEL,28.22,50.0,11.06,133.35,96.56,43.56,3,229.93,1570.55,0,0
2024-01-02 04:30:00,SRV-0005,us-west-2,web,CentOS,38.82,63.68,8.12,22.48,24.48,61.29,3,179.51,1957.49,0,0
2024-01-02 05:00:00,SRV-0137,ap-southeast-1,database,Linux,51.63,38.36,25.74,0.51,0.36,60.24,4,252.45,2462.69,0,0
2024-01-02 05:30:00,SRV-0107,eu-central-1,storage,CentOS,96.72,93.48,29.51,42.21,23.49,80.83,4,370.44,90.82,0,1
2024-01-02 06:00:00,SRV-0162,sa-east-1,cache,Linux,35.42,65.71,51.19,182.91,202.37,55.09,1,201.06,8032.51,0,0
2024-01-02 06:30:00,SRV-0257,sa-east-1,web,Windows Server,95.79,99.94,10.48,15.67,16.85,80.18,4,405.24,6010.51,0,0
2024-01-02 07:00:00,SRV-0168,us-west-2,database,Ubuntu,22.87,58.32,36.72,359.35,160.86,44.63,1,163.13,6041.36,0,0
2024-01-02 07:30:00,SRV-0288,sa-east-1,database,Windows Server,21.08,50.47,20.6,36.32,11.74,44.35,2,193.69,5014.04,0,0
2024-01-02 08:00:00,SRV-0245,eu-central-1,storage,Linux,89.24,95.7,53.6,34.34,13.08,87.98,5,344.98,6038.67,0,0
2024-01-02 08:30:00,SRV-0113,ap-southeast-1,web,Windows Server,72.12,65.79,18.76,30.04,16.76,60.31,4,367.26,8601.13,0,0
2024-01-02 09:00:00,SRV-0178,ap-southeast-1,database,Linux,43.56,91.59,18.23,2.11,2.48,54.5,4,372.93,3374.62,0,1
2024-01-02 09:30:00,SRV-0190,sa-east-1,web,Windows Server,89.87,88.21,21.56,221.63,177.9,91.96,5,344.98,6242.01,0,1
2024-01-02 10:00:00,SRV-0011,us-east-1,storage,Linux,52.23,64.05,34.59,311.96,198.38,56.05,2,277.6,3150.11,0,0
2024-01-02 10:30:00,SRV-0023,us-east-1,compute,Ubuntu,32.1,72.47,83.59,142.85,157.11,58.58,2,250.9,7483.72,0,0
2024-01-02 11:00:00,SRV-0119,us-east-1,database,Ubuntu,89.42,87.6,1.91,31.28,22.14,91.18,4,401.42,7516.47,0,0
2024-01-02 11:30:00,SRV-0282,sa-east-1,cache,Ubuntu,75.76,90.65,1.37,50.38,29.41,72.85,4,322.8,7903.95,0,1
2024-01-02 12:00:00,SRV-0069,sa-east-1,web,Linux,44.28,63.64,69.33,96.92,111.18,60.99,3,285.63,48.85,0,0
2024-01-02 12:30:00,SRV-0134,sa-east-1,storage,CentOS,76.29,89.37,18.87,463.0,492.89,76.16,3,281.74,2612.86,0,0
2024-01-02 13:00:00,SRV-0253,eu-central-1,storage,Windows Server,0.0,46.81,23.86,42.62,45.15,39.0,1,96.19,1174.04,0,0
2024-01-02 13:30:00,SRV-0051,us-east-1,cache,Windows Server,96.22,92.36,16.46,197.32,150.17,92.47,6,414.71,3977.47,0,1
2024-01-02 14:00:00,SRV-0043,us-west-2,compute,Windows Server,46.74,73.95,2.46,86.83,87.74,55.75,4,192.31,4340.64,0,0
2024-01-02 14:30:00,SRV-0141,eu-central-1,web,Windows Server,39.02,69.95,36.54,53.04,24.47,56.78,2,237.92,2242.46,0,0
2024-01-02 15:00:00,SRV-0025,eu-central-1,compute,Ubuntu,46.84,64.21,34.38,91.3,74.49,59.96,4,296.71,6337.67,0,0
2024-01-02 15:30:00,SRV-0270,sa-east-1,storage,CentOS,5.25,55.53,9.34,11.08,13.14,36.49,2,208.13,2363.91,0,0
2024-01-02 16:00:00,SRV-0104,sa-east-1,database,Windows Server,40.61,81.61,9.14,240.43,135.09,54.81,4,183.85,7480.23,0,0
2024-01-02 16:30:00,SRV-0295,eu-central-1,compute,CentOS,52.14,62.53,45.48,41.82,42.44,61.66,2,672.76,1557.12,0,0
2024-01-02 17:00:00,SRV-0153,sa-east-1,database,Linux,74.56,24.59,1.88,193.87,143.74,67.66,6,366.86,3217.61,0,0
2024-01-02 17:30:00,SRV-0161,us-east-1,cache,Linux,34.63,39.89,53.24,10.62,3.57,66.06,1,199.03,5451.18,0,0
2024-01-02 18:00:00,SRV-0283,eu-central-1,storage,Windows Server,28.83,56.65,7.42,465.49,459.31,47.34,2,165.14,5303.13,0,0
2024-01-02 18:30:00,SRV-0045,eu-central-1,database,RHEL,34.96,65.58,22.47,32.17,14.53,59.88,1,239.97,684.46,0,0
2024-01-02 19:00:00,SRV-0287,eu-central-1,web,Ubuntu,63.31,58.98,68.72,321.51,279.17,69.61,3,453.39,7413.38,0,0
2024-01-02 19:30:00,SRV-0166,sa-east-1,storage,Windows Server,51.58,81.94,28.34,248.69,93.78,60.56,3,278.24,5239.45,0,0
2024-01-02 20:00:00,SRV-0207,eu-central-1,cache,Ubuntu,34.4,24.88,13.38,515.65,594.12,49.44,1,261.53,7620.1,0,0
2024-01-02 20:30:00,SRV-0108,us-west-2,web,Windows Server,95.28,96.84,29.24,97.48,54.84,83.61,6,380.1,7600.62,0,1
2024-01-02 21:00:00,SRV-0065,us-west-2,storage,Ubuntu,46.94,27.28,10.54,194.96,98.22,56.19,4,239.95,4782.7,0,0
2024-01-02 21:30:00,SRV-0267,us-east-1,compute,RHEL,64.37,73.67,8.12,69.47,28.92,56.82,3,276.83,7978.53,0,0
2024-01-02 22:00:00,SRV-0185,eu-central-1,storage,RHEL,30.96,58.3,100.0,30.57,35.2,47.37,2,265.17,7432.2,0,0
2024-01-02 22:30:00,SRV-0224,eu-central-1,web,Linux,38.45,67.55,34.74,87.8,82.59,47.97,2,209.84,8393.2,0,0
2024-01-02 23:00:00,SRV-0153,sa-east-1,database,Windows Server,37.16,44.45,25.87,27.18,26.3,61.59,2,182.63,7450.52,0,0
2024-01-02 23:30:00,SRV-0289,ap-southeast-1,database,RHEL,15.73,83.03,10.97,602.98,451.91,49.38,1,143.3,7193.92,0,0
2024-01-03 00:00:00,SRV-0285,ap-southeast-1,storage,RHEL,50.92,78.75,1.26,15.18,11.04,64.3,3,395.06,4112.13,0,0
2024-01-03 00:30:00,SRV-0186,eu-central-1,storage,Windows Server,50.22,70.5,0.79,133.45,53.25,63.03,2,334.7,1858.18,0,0
2024-01-03 01:00:00,SRV-0226,us-east-1,cache,Windows Server,45.1,57.67,20.2,147.71,118.74,58.88,2,226.05,7977.9,0,0
2024-01-03 01:30:00,SRV-0200,us-west-2,compute,Linux,40.31,70.44,35.89,115.85,60.5,63.43,3,408.24,6329.81,0,0
2024-01-03 02:00:00,SRV-0011,eu-central-1,cache,RHEL,16.69,47.28,19.27,162.79,192.0,43.62,3,107.86,2468.83,0,0
2024-01-03 02:30:00,SRV-0277,eu-central-1,cache,Ubuntu,36.59,75.4,45.94,18.53,18.84,55.17,4,164.86,2987.78,0,0
2024-01-03 03:00:00,SRV-0003,us-east-1,database,Windows Server,38.15,89.69,0.85,121.46,81.58,58.99,4,178.07,6010.36,0,1
2024-01-03 03:30:00,SRV-0278,us-east-1,database,Windows Server,28.95,79.27,11.42,50.79,22.15,44.98,1,149.24,4186.2,0,0
2024-01-03 04:00:00,SRV-0062,ap-southeast-1,web,Windows Server,41.77,46.87,6.76,422.45,425.32,72.19,3,184.52,714.71,0,0
2024-01-03 04:30:00,SRV-0005,eu-central-1,cache,Windows Server,53.08,66.51,14.82,215.37,88.27,61.38,2,317.52,1239.94,0,0
2024-01-03 05:00:00,SRV-0009,eu-central-1,web,RHEL,82.72,36.72,1.88,539.11,253.6,73.8,5,390.01,6532.14,0,0
2024-01-03 05:30:00,SRV-0058,sa-east-1,storage,Ubuntu,48.49,70.3,77.05,5.74,2.82,65.68,2,299.78,2878.94,0,0
2024-01-03 06:00:00,SRV-0280,us-west-2,web,Linux,50.15,68.11,6.32,50.35,40.34,64.64,3,317.05,4447.5,0,0
2024-01-03 06:30:00,SRV-0238,sa-east-1,database,CentOS,43.51,26.34,63.88,32.62,32.89,57.59,4,321.95,6715.84,0,0
2024-01-03 07:00:00,SRV-0127,sa-east-1,cache,RHEL,6.62,39.09,13.87,1.68,0.98,43.3,1,93.09,6580.55,0,0
2024-01-03 07:30:00,SRV-0237,us-west-2,database,RHEL,44.47,54.9,100.0,41.63,15.66,50.27,4,280.78,1463.88,0,0
2024-01-03 08:00:00,SRV-0219,eu-central-1,storage,CentOS,46.2,54.58,20.19,170.34,122.32,55.7,3,275.38,862.83,0,0
2024-01-03 08:30:00,SRV-0178,ap-southeast-1,compute,CentOS,94.26,38.23,66.78,39.42,38.36,80.29,4,620.43,5178.9,0,1
2024-01-03 09:00:00,SRV-0149,us-west-2,cache,Windows Server,41.15,67.0,0.13,106.7,53.3,58.68,4,199.9,6496.96,0,0
2024-01-03 09:30:00,SRV-0038,us-east-1,database,Ubuntu,51.03,64.53,34.48,328.15,163.39,66.52,4,209.14,1306.44,0,0
2024-01-03 10:00:00,SRV-0118,eu-central-1,compute,RHEL,44.31,56.5,58.34,177.51,204.58,57.12,3,288.9,3258.96,0,0
2024-01-03 10:30:00,SRV-0097,us-west-2,storage,RHEL,90.5,84.31,3.76,75.29,87.24,80.31,5,456.27,7623.76,0,1
2024-01-03 11:00:00,SRV-0017,us-west-2,compute,Linux,67.86,78.88,2.53,69.89,83.27,72.43,5,286.86,8271.45,0,0
2024-01-03 11:30:00,SRV-0279,us-west-2,database,CentOS,99.78,93.52,13.82,91.25,93.7,92.97,5,433.94,3978.2,0,1
2024-01-03 12:00:00,SRV-0154,ap-southeast-1,database,CentOS,60.82,51.3,67.83,29.23,13.72,68.82,6,238.6,697.48,0,0
2024-01-03 12:30:00,SRV-0094,sa-east-1,storage,RHEL,26.81,48.98,19.54,150.77,73.99,49.91,3,452.44,2258.16,0,0
2024-01-03 13:00:00,SRV-0175,sa-east-1,storage,CentOS,73.06,68.84,18.74,67.92,41.17,74.44,3,280.81,2041.58,0,0
2024-01-03 13:30:00,SRV-0029,us-west-2,compute,Windows Server,87.94,86.72,3.8,286.95,168.25,80.99,5,320.82,2094.08,0,0
2024-01-03 14:00:00,SRV-0034,us-west-2,compute,Linux,56.74,57.49,0.02,211.93,246.02,63.27,2,224.72,4326.91,0,0
2024-01-03 14:30:00,SRV-0010,sa-east-1,database,RHEL,88.81,73.31,41.54,141.44,142.88,68.96,4,372.16,5109.47,0,0
2024-01-03 15:00:00,SRV-0276,ap-southeast-1,storage,Linux,25.19,25.63,2.29,67.93,64.64,47.14,1,135.79,1074.06,0,0
2024-01-03 15:30:00,SRV-0290,eu-central-1,web,Windows Server,33.67,83.73,25.12,35.35,16.52,56.6,1,287.53,7790.87,0,0
2024-01-03 16:00:00,SRV-0101,sa-east-1,storage,Linux,46.99,61.31,61.52,224.52,251.14,50.77,3,420.12,5431.35,0,0
2024-01-03 16:30:00,SRV-0141,us-west-2,cache,CentOS,34.93,52.59,5.85,99.95,104.46,54.82,1,184.93,5232.33,0,0
2024-01-03 17:00:00,SRV-0087,ap-southeast-1,cache,RHEL,13.99,58.39,27.36,38.19,17.08,47.5,1,191.05,8648.58,0,0
2024-01-03 17:30:00,SRV-0128,ap-southeast-1,storage,Linux,46.37,59.32,2.05,32.57,35.31,66.22,4,193.44,5502.91,0,0
2024-01-03 18:00:00,SRV-0206,us-west-2,compute,Ubuntu,23.75,28.84,23.14,27.12,14.78,56.05,2,170.13,8137.75,0,0
2024-01-03 18:30:00,SRV-0089,us-east-1,cache,RHEL,54.47,86.91,4.48,225.2,83.95,66.11,2,248.08,2508.32,0,0
2024-01-03 19:00:00,SRV-0082,ap-southeast-1,database,Linux,26.61,60.74,33.29,39.01,34.76,39.83,3,155.79,2104.29,0,0
2024-01-03 19:30:00,SRV-0212,sa-east-1,database,RHEL,94.63,95.27,8.96,112.19,99.67,92.43,6,437.36,4525.19,0,1
2024-01-03 20:00:00,SRV-0119,us-east-1,database,Linux,29.33,77.13,15.56,90.1,34.73,55.26,2,151.96,4455.91,0,0
2024-01-03 20:30:00,SRV-0136,eu-central-1,storage,Linux,38.56,41.62,22.87,129.99,76.3,56.7,4,362.8,1984.77,0,0
2024-01-03 21:00:00,SRV-0261,sa-east-1,cache,CentOS,61.27,68.52,4.7,314.52,375.4,55.86,3,343.12,6129.28,0,0
2024-01-03 21:30:00,SRV-0276,us-west-2,compute,Linux,20.38,55.18,33.83,303.46,276.32,44.27,1,235.19,260.56,0,0
2024-01-03 22:00:00,SRV-0208,us-east-1,database,Ubuntu,49.55,75.24,9.01,89.97,86.11,53.99,5,472.52,6050.23,0,0
2024-01-03 22:30:00,SRV-0243,sa-east-1,compute,CentOS,71.14,21.71,27.15,2.32,1.14,58.38,4,548.8,4005.42,0,0
2024-01-03 23:00:00,SRV-0100,ap-southeast-1,database,Ubuntu,12.85,58.22,4.31,83.38,30.93,45.13,0,168.77,6036.02,0,0
2024-01-03 23:30:00,SRV-0115,us-west-2,storage,Ubuntu,48.69,49.15,29.13,139.78,76.77,55.49,3,264.47,4179.75,0,0
2024-01-04 00:00:00,SRV-0016,us-east-1,database,Windows Server,86.2,89.51,3.43,122.39,64.13,83.37,5,349.45,8561.47,0,1
2024-01-04 00:30:00,SRV-0004,ap-southeast-1,storage,Ubuntu,60.64,68.46,13.85,158.05,80.78,63.41,5,357.64,2932.51,0,0
2024-01-04 01:00:00,SRV-0266,us-west-2,cache,Linux,91.94,81.21,7.1,25.1,11.88,88.79,4,403.09,8607.36,0,1
2024-01-04 01:30:00,SRV-0048,us-west-2,cache,RHEL,18.59,47.18,34.5,156.0,127.49,39.59,0,375.89,570.11,0,0
2024-01-04 02:00:00,SRV-0223,us-east-1,compute,CentOS,55.44,58.01,7.6,30.25,18.01,59.53,3,243.58,5990.06,0,0
2024-01-04 02:30:00,SRV-0204,us-east-1,database,CentOS,50.94,43.86,53.37,208.26,216.24,60.86,4,239.96,3979.51,0,0
2024-01-04 03:00:00,SRV-0020,us-east-1,cache,CentOS,50.01,75.16,55.6,62.12,28.92,55.46,3,238.02,7202.1,0,0
2024-01-04 03:30:00,SRV-0288,sa-east-1,web,RHEL,51.93,53.35,5.47,185.63,133.31,58.66,3,369.78,6917.25,0,0
2024-01-04 04:00:00,SRV-0194,us-west-2,web,Ubuntu,31.4,7.67,23.79,7.36,2.3,51.47,2,154.63,7010.04,0,0
2024-01-04 04:30:00,SRV-0011,eu-central-1,compute,Windows Server,49.65,53.25,2.3,78.6,57.66,58.69,3,259.75,830.82,0,0
2024-01-04 05:00:00,SRV-0020,ap-southeast-1,cache,Linux,50.86,41.31,12.42,183.13,64.14,69.62,4,258.37,7204.1,0,0
2024-01-04 05:30:00,SRV-0279,us-east-1,storage,CentOS,30.71,30.64,31.23,38.6,45.54,54.18,2,149.73,1875.78,0,0
2024-01-04 06:00:00,SRV-0035,us-west-2,web,Linux,82.32,37.73,26.93,237.92,240.67,75.32,5,349.84,225.93,0,0
2024-01-04 06:30:00,SRV-0266,ap-southeast-1,cache,Ubuntu,54.48,61.97,24.5,149.45,110.76,64.49,2,285.46,1908.17,0,0
2024-01-04 07:00:00,SRV-0232,eu-central-1,storage,Windows Server,21.17,83.92,8.3,132.85,50.21,51.53,5,120.25,4199.06,0,0
2024-01-04 07:30:00,SRV-0038,ap-southeast-1,database,CentOS,58.13,65.64,11.87,65.44,54.52,62.84,2,295.7,6501.15,0,0
2024-01-04 08:00:00,SRV-0083,eu-central-1,cache,Ubuntu,25.51,49.08,2.72,98.8,97.11,48.6,1,446.52,1916.0,0,0
2024-01-04 08:30:00,SRV-0032,us-east-1,database,Windows Server,60.74,68.21,31.74,136.45,64.36,65.13,4,618.14,990.83,0,0
2024-01-04 09:00:00,SRV-0054,sa-east-1,web,CentOS,68.17,51.74,17.52,95.93,77.84,73.05,6,330.38,5659.03,0,0
2024-01-04 09:30:00,SRV-0225,eu-central-1,database,Ubuntu,28.59,47.5,30.84,179.75,185.65,57.07,2,208.14,8618.96,0,0
2024-01-04 10:00:00,SRV-0107,us-east-1,web,Linux,64.27,39.22,7.16,85.29,84.56,64.51,5,276.42,5264.02,0,0
2024-01-04 10:30:00,SRV-0025,ap-southeast-1,compute,RHEL,53.26,28.47,9.81,33.9,34.67,65.14,5,794.61,6053.97,0,0
2024-01-04 11:00:00,SRV-0045,ap-southeast-1,compute,CentOS,61.44,52.98,10.17,36.11,39.41,63.6,3,266.38,4916.27,0,0
2024-01-04 11:30:00,SRV-0118,ap-southeast-1,web,Windows Server,82.94,62.84,0.65,0.87,1.0,73.34,4,359.12,6853.59,0,0
2024-01-04 12:00:00,SRV-0294,sa-east-1,storage,Windows Server,40.09,58.26,10.43,53.71,35.71,53.67,2,170.57,8548.07,0,0
2024-01-04 12:30:00,SRV-0125,us-west-2,compute,RHEL,29.93,52.51,40.65,207.3,168.3,51.06,2,182.74,4767.03,0,0
2024-01-04 13:00:00,SRV-0036,eu-central-1,storage,RHEL,27.21,42.98,56.9,237.1,239.85,57.59,2,139.04,3651.67,0,0
2024-01-04 13:30:00,SRV-0167,us-west-2,storage,Ubuntu,28.68,70.95,18.26,33.93,31.47,51.94,1,272.24,7536.74,0,0
2024-01-04 14:00:00,SRV-0269,ap-southeast-1,storage,RHEL,43.46,36.29,15.2,479.29,573.21,58.06,5,262.7,8494.85,0,0
2024-01-04 14:30:00,SRV-0194,sa-east-1,cache,CentOS,51.82,73.97,0.78,104.69,32.7,53.49,5,290.37,1132.5,0,0
2024-01-04 15:00:00,SRV-0124,us-east-1,cache,RHEL,50.53,41.96,52.84,373.3,231.3,58.67,3,235.36,5065.2,0,0
2024-01-04 15:30:00,SRV-0271,sa-east-1,storage,CentOS,61.54,46.46,0.33,184.02,101.75,63.41,4,403.31,6942.16,0,0
2024-01-04 16:00:00,SRV-0058,us-west-2,web,Linux,45.26,33.6,72.4,192.25,103.06,53.96,4,186.11,4672.52,0,0
2024-01-04 16:30:00,SRV-0059,ap-southeast-1,compute,RHEL,74.07,50.97,16.8,13.33,6.67,69.74,4,312.8,3585.16,0,0
2024-01-04 17:00:00,SRV-0217,eu-central-1,database,Linux,39.71,77.56,10.46,37.27,34.96,53.74,1,276.85,5740.16,0,0
2024-01-04 17:30:00,SRV-0069,sa-east-1,cache,Windows Server,99.4,69.28,64.5,1.33,0.5,80.16,6,586.72,2367.05,0,0
2024-01-04 18:00:00,SRV-0244,us-west-2,cache,RHEL,96.57,82.53,0.62,188.88,182.74,88.83,7,366.44,3059.06,0,1
2024-01-04 18:30:00,SRV-0103,us-west-2,database,Windows Server,27.86,69.4,21.77,63.34,58.53,46.36,1,211.46,8692.35,0,0
2024-01-04 19:00:00,SRV-0005,us-east-1,storage,Linux,23.58,40.13,19.9,231.72,121.82,47.44,1,197.96,5575.8,0,0
2024-01-04 19:30:00,SRV-0299,eu-central-1,database,Windows Server,87.4,93.26,6.19,62.09,32.75,82.52,4,519.48,7646.97,0,0
2024-01-04 20:00:00,SRV-0264,us-west-2,storage,Linux,40.53,45.96,14.0,256.67,222.27,62.13,3,176.78,7076.24,0,0
2024-01-04 20:30:00,SRV-0241,eu-central-1,cache,Ubuntu,59.28,83.95,26.41,21.01,20.71,65.0,2,283.09,5714.26,0,0
2024-01-04 21:00:00,SRV-0222,ap-southeast-1,database,Linux,54.46,38.46,32.47,28.56,31.1,58.48,3,233.54,7364.95,0,0
